,COMPANY,COMPANY_CODE,PROJECT_NAME,PROJECT_NUMBER,ASSOCIATE_TYPE,ASSOCIATE_COMPANY(AC),AC_CODE,AC_COUNTRY,AC_ADDRESS,AC_PINCODE,AC_CITY,AC_STATE,AC_TEL_NO,AC_FAX,AC_EMAIL,AC_WEBSITE
25763,National Highways Authority Of India,155597,Varanasi (Kashi) Intermodal Station Project,1458,Consultant,Pricewaterhouse Coopers Pvt. Ltd.,181337,India,"Head Office:Sukh Sagar, 2/5 Sarat Bose Road,",700020,Kolkata,West Bengal,91-33-4752910,91-33-4746134,abhijit.roy@in.pwcglobal.com,www.pwcglobal.com
25764,National Highways Authority Of India,155597,Varanasi (Kashi) Intermodal Station Project,1458,Consultant,Ardanuy Ingenieria S A,589247,Spain,,NA,,,,,,
25765,National Highways Authority Of India,155597,Varanasi (Kashi) Intermodal Station Project,1458,Promoter,Ministry Of Road Transport & Highways,301849,India,"Registered Office:Transport Bhavan, 1, Parliament Street,",110001,New Delhi,Delhi,91-11-23753991,,nr.gokarn@nic.in,www.morth.nic.in
25766,National Highways Authority Of India,155597,Varanasi (NH-29) Four Laning Bypass (Phase 2) Project (Package-II),1327,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25767,National Highways Authority Of India,155597,Varanasi (NH-29) Four Laning Bypass (Phase 2) Project (Package-II),1327,Consultant,Worley India Pvt. Ltd.,105074,India,"Registered Office:New Energy House, Ramakrishna Mandir Road,Kondivita, Andheri (East),",400059,Mumbai,Maharashtra,91-22-26812000,,dhananjay.dumbre@jacobs.com,
25768,National Highways Authority Of India,155597,Varanasi (NH-29) Four Laning Bypass (Phase 2) Project (Package-II),1327,Contractor,Gammon Engineers & Contractors Pvt. Ltd.,542071,India,"Registered Office:Gammon House, Veer Savarkar Marg, Prabhadevi,",400025,Mumbai,Maharashtra,91-22-61114000,91-22-24300221,marketing@gammonengineers.com,www.gammonengineers.com
25769,National Highways Authority Of India,155597,Varanasi (NH-56) Four Laning Bypass (Phase 2) Project (Package-I),1328,Consultant,C E S Ltd.,216887,India,"Registered Office:7th Floor, Tower A, Ramky Selenium, Nanakramguda, Gachibowli,",500032,Hyderabad,Telangana,91-40-42421122,91-40-66259444,info@cesltd.com,www.cesltd.com
25770,National Highways Authority Of India,155597,Varanasi (NH-56) Four Laning Bypass (Phase 2) Project (Package-I),1328,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
25771,National Highways Authority Of India,155597,Varanasi Ring Road (Near Rewasa Village) to Chandauli-Chainpur Road (Near Khainti Village) Four/Six Lane Greenfield Access Control Expressway Project (Package-1 of Varanasi-Kolkata Expressway),1983,Consultant,S A Infrastructure Consultants Pvt. Ltd.,537251,India,"Registered Office:B-4/8, Glaxo Apartments, Mayur Vihar, Phase-I,",110091,New Delhi,NCT of Delhi,91-120-6148000,,fidele.sra@gmail.com,www.sainfra.com
25772,National Highways Authority Of India,155597,Varanasi Ring Road (Near Rewasa Village) to Chandauli-Chainpur Road (Near Khainti Village) Four/Six Lane Greenfield Access Control Expressway Project (Package-1 of Varanasi-Kolkata Expressway),1983,Contractor,N K C Projects Pvt. Ltd.,394083,India,"Registered Office:Unit No. 154, Vardhman Crown Mall, Plot No. 2 Sec-19, Plot No. 2, Sec-19 Dwarka,",110075,New Delhi,NCT of Delhi,,,compliance@nkcproject.com,www.nkcproject.com
25773,National Highways Authority Of India,155597,Varanasi Ring Road (NH-31) Project (Varanasi-Gorakhpur NH-29),910,Contractor,G R Infraprojects Ltd.,380699,India,"Corporate Office:2nd Floor, Novus Tower, Plot No. 18, Sector 18,",122015,Gurgaon,Haryana,91-124-6435000,,cs@grinfra.com,www.grinfra.com
25774,National Highways Authority Of India,155597,Varanasi Ring Road (NH-31) Project (Varanasi-Gorakhpur NH-29),910,Contractor,Gammon Engineers & Contractors Pvt. Ltd.,542071,India,"Registered Office:Gammon House, Veer Savarkar Marg, Prabhadevi,",400025,Mumbai,Maharashtra,91-22-61114000,91-22-24300221,marketing@gammonengineers.com,www.gammonengineers.com
25775,National Highways Authority Of India,155597,Varanasi-Aurangabad(Dehri on-sone--Aurangabad) Highway Project,156,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
25776,National Highways Authority Of India,155597,Varanasi-Aurangabad(Dehri on-sone--Aurangabad) Highway Project,156,Contractor,Oriental Structural Engineers Pvt. Ltd.,165003,India,"Registered Office:Ose Commercial Block, Hotel Aloft, Asset 5B, Aerocity, Hospitality District, I G I  Airport,",110037,New Delhi,NCT of Delhi,91-11-46044604,,info@orientalindia.com,www.orientalindia.com
25777,National Highways Authority Of India,155597,Varanasi-Aurangabad(Dehri on-sone--Aurangabad) Highway Project,156,Contractor,Ssangyong Corpn.,235585,Korea Republic (South),,NA,,,,,,
25778,National Highways Authority Of India,155597,Varanasi-Aurangabad(Mohania-Sasaram) Highway Project,154,Consultant,I C T Pvt. Ltd.,284672,India,"Registered Office:A - 8 & A - 9, Green Park Main,",110016,New Delhi,NCT of Delhi,91-11-40863000,91-11-26855252, info@ictonline.com,www.ictonline.com
25779,National Highways Authority Of India,155597,Varanasi-Aurangabad(Mohania-Sasaram) Highway Project,154,Contractor,L G Engineering & Construction Ltd.,476274,Korea Republic (South),,NA,,,,,,
25780,National Highways Authority Of India,155597,Varanasi-Dagmagpur (NH-7) Four Lane Highway Project (Package-I),1414,Contractor,Dilip Buildcon Ltd.,386908,India,"Corporate Office:E-5/99, Arera Colony,",462016,Bhopal,Madhya Pradesh,91-755-2461064,91-755-4247574,contactus@dbl.co.in,www.dilipbuildcon.com
25781,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-24) Four Laning Highway (Package-IV Amilla Village-Gorakhpur) Project,1051,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
25782,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-24) Four Laning Highway (Package-IV Amilla Village-Gorakhpur) Project,1051,Contractor,Jaiprakash Associates Ltd.,108841,India,"Corporate Office:JA House', 63, Basant Lok Vasant Vihar,",110057,New Delhi,NCT of Delhi,91-11-4982500,91-11-26145389,jalinvestor@jalindia.co.in,www.jalindia.com
25783,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-29) Four Laning Highway (Package-II from Sandah-Birnon) Project,1049,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
25784,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-29) Four Laning Highway (Package-II from Sandah-Birnon) Project,1049,Contractor,P N C Infratech Ltd.,296258,India,"Corporate Office:P N C Tower, 3/22-D, Civil Lines, Agra Delhi Bypass Road, National Highway 2,",282005,Agra,Uttar Pradesh,91-562-4054400,91-562-4070011,complianceofficer@pncinfratech.com,www.pncinfratech.com
25785,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-29) Four Laning Highway (Package-III Birnon Village-Amilla Village) Project,1050,Consultant,Sai Consulting Engineers Pvt. Ltd.,380312,India,"Registered Office:Sai House, Block-A, Satyam Corporate Square, B/h Rajpath Club, Opp. Kishan Bunglows, Bodakdev,",380054,Ahmedabad,Gujarat,91-79-66142600,91-79-66142800,mail@saiindia.com,www.saiindia.com
25786,National Highways Authority Of India,155597,Varanasi-Gorakhpur (NH-29) Four Laning Highway (Package-III Birnon Village-Amilla Village) Project,1050,Contractor,Jaiprakash Associates Ltd.,108841,India,"Corporate Office:JA House', 63, Basant Lok Vasant Vihar,",110057,New Delhi,NCT of Delhi,91-11-4982500,91-11-26145389,jalinvestor@jalindia.co.in,www.jalindia.com
25787,National Highways Authority Of India,155597,Varanasi-Mohania (GTRIP/IV-A) Highway Project,153,Consultant,N D Lea International,151866,Canada,,NA,,,,,,
25788,National Highways Authority Of India,155597,Varanasi-Mohania (GTRIP/IV-A) Highway Project,153,Contractor,Progressive Constructions Ltd.,182710,India,"Registered Office:7th Flr, Raghava North Block, Raghav Ratna Tower, Chirag Ali Lane, Abids,",500001,Hyderabad,Telangana,91-40-23204687,91-40-23204688,,
25789,National Highways Authority Of India,155597,Varanasi-Mohania (GTRIP/IV-A) Highway Project,153,Contractor,Sunway Construction Bhd,282631,Malaysia,"Registered Office:Level 8, Menara Sunway, Jalan Lagoon Timur, Bandar Sunway, 46150 Petaling Jaya, Selangor Darul Ehsan, Malaysia",NA,,,,,,
25790,National Highways Authority Of India,155597,Vashista River Bridge Project,173,Turnkey contractor,Larsen & Toubro Ltd.,127106,India,"Head Office:L & T House, Ballard Estate,  Post Box 278,",400001,Mumbai,Maharashtra,91-22-67525656,91-22-23420814,Nehal.Shah@larsentoubro.com,www.larsentoubro.com
25791,National Highways Authority Of India,155597,Vehicular Underpasses at Kalabadia Chowk and Kuliana Village Road in Balasore-Baripada-Jharpokharia Section of NH-5 Project,1840,Contractor,E5 Infrastructure Pvt. Ltd.,613495,India,"Registered Office:SCO-105 Pocket A, Sec-14,",125001,Hisar,Haryana,,,,www.e5infra.com
25792,National Highways Authority Of India,155597,Vejalka Village-Start of DSIR Zone (NH-751) Four Lane Expressway Project (Ahmedabad-Dholera Greenfield Alignment Package-3),1706,Consultant,Enviro Infra Solutions Pvt. Ltd.,570121,India,"Registered Office:301,302 & 305, SRBC, Plot No. INS-12, Sector-9, Vasundhara,",201012,Ghaziabad,Uttar Pradesh,91-120-4151183,,eis@enviroinfrasolutions.com,www.enviroinfrasolutions.com
25793,National Highways Authority Of India,155597,Vejalka Village-Start of DSIR Zone (NH-751) Four Lane Expressway Project (Ahmedabad-Dholera Greenfield Alignment Package-3),1706,Contractor,G H V (india) Pvt. Ltd.,394926,India,"Registered Office:1st Floor, Aml Center 1, 8 Maha Kali Caves Road, Andheri East,",400093,Mumbai,Maharashtra,91-22-67250014,,info@ghvgroup.com,www.ghvgroup.com
25794,National Highways Authority Of India,155597,Vellora Square (Balasore and Kharagpur) (NH-60) Underpass Project,1428,Consultant,Lea Associates South Asia Pvt. Ltd.,127666,India,"Registered Office:B 1/E-27, 2nd Floor, Mohan Co-, Operative Industrial Estate, Mathura Road,",110044,New Delhi,NCT of Delhi,91-11-41678150,91-11-41678659,cs@sigmalegal.in,www.lasaindia.com
25795,National Highways Authority Of India,155597,Vellora Square (Balasore and Kharagpur) (NH-60) Underpass Project,1428,Contractor,K K Narsaria Construction,586396,India,,NA,,,,,,
25796,National Highways Authority Of India,155597,Vengalam-Kuttipuram (NH-66) Four Laning Highway Project (Kasaragod District-Thiruvananthapuram District),539,Financial collaborator,Kerala Infrastructure Investment Fund Board,119248,India,"Registered Office:2nd Floor, Felicity Square, Koder, Ln, Palayam,",695001,Thiruvananthapuram,Kerala,91-471-2780900,,financeadmin@kiifb.org,www.kiifb.kerala.gov.in
25797,National Highways Authority Of India,155597,Verka Chowk to Attari-Wagha Border Four-Laning Road Project,783,Contractor,Rohan Rajdeep Tollways Ltd.,380205,India,"Registered Office:1, Modibaug, Commercial Building, CTS No.2254, Ganeshkhind Road, Shivaji Nagar,",411016,Pune,Maharashtra,,,,
25798,National Highways Authority Of India,155597,Vijayawada Multi-Modal Logistics Park Project,1267,Co-promoter,Andhra Pradesh Indl. Infrastructure Corpn. Ltd.,15266,India,"Registered Office:5-9-58/B, Dateh Maidan Road, 6th Floor, Parisrama Bhavanam, Basheerbagh,",500004,Hyderabad,Telangana,91-40-23237622,91-40-23233251,chairman_ap@apiic.in,www.apiic.in
25799,National Highways Authority Of India,155597,Vijayawada Six Lane Bypass Project (Chinna Autupalli-Gollapudi & Gollapudi-Chinnakakani Section) (Vijayawada-Gundugolanu section),1510,Contractor,Adani Enterprises Ltd.,5747,India,"Registered Office:Adani Corporate House, Shantigram, Near Vaishno Devi Circle,S. G. Highway, Khodiyar,",382421,Ahmedabad,Gujarat,91-79-26565555,,customercare.irm@adani.com,www.adanienterprises.com
25800,National Highways Authority Of India,155597,Vijayawada Six Lane Bypass Project (Chinna Autupalli-Gollapudi & Gollapudi-Chinnakakani Section) (Vijayawada-Gundugolanu section),1510,Contractor,Navayuga Engineering Co. Ltd.,156086,India,"Corporate Office:Plot No 379, Road No 10, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23339990,91-40-23337789,nec@navayuga.com,www.necltd.com
25801,National Highways Authority Of India,155597,Vijayawada Six Lane Bypass Project (Chinna Autupalli-Gollapudi & Gollapudi-Chinnakakani Section) (Vijayawada-Gundugolanu section),1510,Contractor,Megha Engineering & Infrastructures Ltd.,379812,India,"Head Office:S-2, Technocrat Industrial Estate, Balanagar,",500037,Hyderabad,Telangana,91-40-44336700,91-40-44336800,info@meil.in,www.meil.in
25802,National Highways Authority Of India,155597,Vijayawada Six Lane Bypass Project (Chinna Autupalli-Gollapudi & Gollapudi-Chinnakakani Section) (Vijayawada-Gundugolanu section),1510,Contractor,Vijayawada Bypass Project Pvt. Ltd.,645841,India,,NA,,,,,,
25803,National Highways Authority Of India,155597,Vijayawada-Chilkaluripet (Package IV) Highway Project,177,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25804,National Highways Authority Of India,155597,Vijayawada-Chilkaluripet (Package IV) Highway Project,177,Turnkey contractor,U P State Indl. Devp. Corpn. Ltd.,259430,India,"Registered Office:UPSIDC Complex, A-1/4, Lakhanpur,",208024,Kanpur,Uttar Pradesh,91-512-2582851,91-512-2580797,feedback@upside.com,www.onlineupsidc.com
25805,National Highways Authority Of India,155597,Vijayawada-Machilipatnam (NH-65) Four-Laning Highway Project (Bharatmala),990,Consultant,U R S Scott Wilson India Pvt. Ltd.,215516,India,"Registered Office:416/7, & 8, 1st Floor, Opp. Karkarduma Metro Station, Near Barat Ghar,",110092,New Delhi,NCT of Delhi,,,mayank.maheshwari@aecom.com,www.aecom.com
25806,National Highways Authority Of India,155597,Vijayawada-Machilipatnam (NH-65) Four-Laning Highway Project (Bharatmala),990,Contractor,Dilip Buildcon Ltd.,386908,India,"Corporate Office:E-5/99, Arera Colony,",462016,Bhopal,Madhya Pradesh,91-755-2461064,91-755-4247574,contactus@dbl.co.in,www.dilipbuildcon.com
25807,National Highways Authority Of India,155597,Vijayawada-Rajamundry Section (near Eluru) HIghway Project,46,Consultant,Senior Consultant Engg. Group Pvt. Ltd.,216656,India,"Head Office:2/95, Nayapalli,",NA,Bhubaneswar,Orissa,91-674-550563,91-674-539400/403931,,
25808,National Highways Authority Of India,155597,Vijayawada-Rajamundry Section (near Eluru) HIghway Project,46,Turnkey contractor,Madhucon Projects Ltd.,134113,India,"Corporate Office:Madhucon House, Plot No.1129/A, Road No.36, Jubilee Hills,",500033,Hyderabad,Telangana,91-40-23556001,91-40-23556005,cs@madhucon.com,www.madhucon.com
25809,National Highways Authority Of India,155597,Vijaypur-Pathankot Highway Project,306,Contractor,I T D Cementation India Ltd.,228935,India,"Registered Office:9th Floor, Prima Bay, Tower-B, Gate No. 5,Saki Vihar Road, Powai,",400072,Mumbai,Maharashtra,91-22-66931600,91-22-66931628,investors.relation@itdcem.co.in,www.itdcem.co.in
25810,National Highways Authority Of India,155597,Vijaypur-Pathankot Highway Project,306,Supervision consultant,Lea Associates South Asia Pvt. Ltd.,127666,India,"Registered Office:B 1/E-27, 2nd Floor, Mohan Co-, Operative Industrial Estate, Mathura Road,",110044,New Delhi,NCT of Delhi,91-11-41678150,91-11-41678659,cs@sigmalegal.in,www.lasaindia.com
25811,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageII) Highway Project,175,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25812,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageII) Highway Project,175,Consultant,Louis Berger Intl. Inc.,287149,USA,"Registered Office:114, M L A Colony, Road No.12, Banjara Hills,",500034,Hyderabad,Telangana,91-40-23305138,,,www.louisberger.com
25813,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageII) Highway Project,175,Contractor,Gayatri Projects Ltd.,80013,India,"Corporate Office:B-1, 1st Floor, T S R Towers, 6-3-1090, Rajbhavan Road, Somajiguda,",500082,Hyderabad,Telangana,91-40-23314284,91-40-23398435,gplhyd@gayatri.co.in,www.gayatri.co.in
25814,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageII) Highway Project,175,Contractor,I J M Constructions Sdn Bhd,324217,Malaysia,Registered Office:Malaysia,NA,,,,,,
25815,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageIII) Highway Project,176,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
25816,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageIII) Highway Project,176,Consultant,Louis Berger Intl. Inc.,287149,USA,"Registered Office:114, M L A Colony, Road No.12, Banjara Hills,",500034,Hyderabad,Telangana,91-40-23305138,,,www.louisberger.com
25817,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageIII) Highway Project,176,Contractor,Gayatri Projects Ltd.,80013,India,"Corporate Office:B-1, 1st Floor, T S R Towers, 6-3-1090, Rajbhavan Road, Somajiguda,",500082,Hyderabad,Telangana,91-40-23314284,91-40-23398435,gplhyd@gayatri.co.in,www.gayatri.co.in
25818,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet (PackageIII) Highway Project,176,Contractor,I J M Constructions Sdn Bhd,324217,Malaysia,Registered Office:Malaysia,NA,,,,,,
25819,National Highways Authority Of India,155597,Vijaywada-Chilkaluripet(Package I) Highway Project,55,Consultant,Consulting Engineering Services (india) Pvt. Ltd.,50581,India,"Registered Office:2nd Floor, Platinum Tower, Plot No. 184, Udyog Vihar, Phase- 1,",122016,Gurgaon,Haryana,91-124-3317000,91-124-3372999,Bajrang.prasad@jacobs.com,
